Emission Probabilities Format -- > P( output | state ): 
P( g | j ): 0.007937
P( f | j ): 0.007937
P( i | j ): 0.007937
P( h | j ): 0.007937
P( k | j ): 0.007937
P( j | j ): 0.007937
P( m | j ): 0.007937
P( l | j ): 0.007937
P( o | j ): 0.301587
P( n | j ): 0.007937
P( q | j ): 0.007937
P( p | j ): 0.007937
P( s | j ): 0.007937
P( r | j ): 0.007937
P( u | j ): 0.333333
P( t | j ): 0.007937
P( w | j ): 0.007937
P( v | j ): 0.007937
P( y | j ): 0.007937
P( x | j ): 0.007937
P( z | j ): 0.007937
P( _ | m ): 0.184314
P( a | m ): 0.212045
P( c | m ): 0.00028
P( b | m ): 0.010644
P( e | m ): 0.189916
P( d | m ): 0.00028
P( g | m ): 0.00028
P( f | m ): 0.00056
P( i | m ): 0.073109
P( h | m ): 0.00028
P( k | m ): 0.00056
P( j | m ): 0.00028
P( m | m ): 0.018487
P( l | m ): 0.00084
P( o | m ): 0.139776
P( n | m ): 0.001401
P( q | m ): 0.00028
P( p | m ): 0.080672
P( s | m ): 0.040336
P( r | m ): 0.00028
P( u | m ): 0.032773
P( t | m ): 0.00028
P( w | m ): 0.00028
P( v | m ): 0.00056
P( y | m ): 0.010924
P( x | m ): 0.00028
P( z | m ): 0.00028
P( _ | l ): 0.218161
P( a | l ): 0.054248
P( c | l ): 0.001002
P( b | l ): 0.000167
P( e | l ): 0.171424
P( d | l ): 0.056418
P( g | l ): 0.000167
P( f | l ): 0.012686
P( i | l ): 0.089468
P( h | l ): 0.000167
P( k | l ): 0.00217
P( j | l ): 0.000167
P( m | l ): 0.005341
P( l | l ): 0.112335
P( o | l ): 0.087298
P( n | l ): 0.000334
P( q | l ): 0.000167
P( p | l ): 0.00217
P( s | l ): 0.025872
P( r | l ): 0.003338
P( u | l ): 0.026707
P( t | l ): 0.017359
P( w | l ): 0.002003
P( v | l ): 0.012352
P( y | l ): 0.098147
P( x | l ): 0.000167
P( z | l ): 0.000167
P( _ | o ): 0.11958
P( a | o ): 0.007924
P( c | o ): 0.039533
P( b | o ): 0.013712
P( e | o ): 0.005253
P( d | o ): 0.020212
P( g | o ): 0.033568
P( f | o ): 0.091799
P( i | o ): 0.008459
P( h | o ): 0.000979
P( k | o ): 0.002048
P( j | o ): 8.9e-05
P( m | o ): 0.054492
P( l | o ): 0.06117
P( o | o ): 0.012198
P( n | o ): 0.160449
P( q | o ): 8.9e-05
P( p | o ): 0.033835
P( s | o ): 0.030006
P( r | o ): 0.130977
P( u | o ): 0.072923
P( t | o ): 0.041314
P( w | o ): 0.038554
P( v | o ): 0.016828
P( y | o ): 0.003294
P( x | o ): 0.000445
P( z | o ): 0.000267
P( _ | n ): 0.251089
P( a | n ): 0.034641
P( c | n ): 0.042484
P( b | n ): 0.000109
P( e | n ): 0.090523
P( d | n ): 0.124074
P( g | n ): 0.099782
P( f | n ): 0.006972
P( i | n ): 0.037582
P( h | n ): 0.001307
P( k | n ): 0.003813
P( j | n ): 0.000218
P( m | n ): 0.007734
P( l | n ): 0.014161
P( o | n ): 0.077451
P( n | n ): 0.006536
P( q | n ): 0.000436
P( p | n ): 0.000545
P( s | n ): 0.050109
P( r | n ): 0.000327
P( u | n ): 0.004684
P( t | n ): 0.116231
P( w | n ): 0.000763
P( v | n ): 0.008061
P( y | n ): 0.019608
P( x | n ): 0.000654
P( z | n ): 0.000109
P( _ | q ): 0.017647
P( a | q ): 0.005882
P( c | q ): 0.005882
P( b | q ): 0.005882
P( e | q ): 0.005882
P( d | q ): 0.005882
P( g | q ): 0.005882
P( f | q ): 0.005882
P( i | q ): 0.005882
P( h | q ): 0.005882
P( k | q ): 0.005882
P( j | q ): 0.005882
P( m | q ): 0.005882
P( l | q ): 0.005882
P( o | q ): 0.005882
P( n | q ): 0.005882
P( q | q ): 0.005882
P( p | q ): 0.005882
P( s | q ): 0.005882
P( r | q ): 0.005882
P( u | q ): 0.835294
P( t | q ): 0.005882
P( w | q ): 0.005882
P( v | q ): 0.005882
P( y | q ): 0.005882
P( x | q ): 0.005882
P( z | q ): 0.005882
P( _ | p ): 0.031922
P( a | p ): 0.074267
P( c | p ): 0.000326
P( b | p ): 0.000326
P( e | p ): 0.175896
P( d | p ): 0.000326
P( g | p ): 0.000326
P( f | p ): 0.000651
P( i | p ): 0.022476
P( h | p ): 0.035179
P( k | p ): 0.000326
P( j | p ): 0.000326
P( m | p ): 0.006189
P( l | p ): 0.13127
P( o | p ): 0.169055
P( n | p ): 0.000326
P( q | p ): 0.000326
P( p | p ): 0.04886
P( s | p ): 0.029316
P( r | p ): 0.184691
P( u | p ): 0.051466
P( t | p ): 0.030293
P( w | p ): 0.000326
P( v | p ): 0.000326
P( y | p ): 0.00456
P( x | p ): 0.000326
P( z | p ): 0.000326
P( _ | s ): 0.388175
P( a | s ): 0.021211
P( c | s ): 0.015936
P( b | s ): 0.00033
P( e | s ): 0.111661
P( d | s ): 0.00011
P( g | s ): 0.00022
P( f | s ): 0.007913
P( i | s ): 0.057369
P( h | s ): 0.015276
P( k | s ): 0.003187
P( j | s ): 0.00011
P( m | s ): 0.014507
P( l | s ): 0.003517
P( o | s ): 0.076602
P( n | s ): 0.002418
P( q | s ): 0.00011
P( p | s ): 0.012859
P( s | s ): 0.057809
P( r | s ): 0.002528
P( u | s ): 0.0444
P( t | s ): 0.132322
P( w | s ): 0.000659
P( v | s ): 0.00011
P( y | s ): 0.030443
P( x | s ): 0.00011
P( z | s ): 0.00011
P( _ | r ): 0.209617
P( a | r ): 0.07851
P( c | r ): 0.010055
P( b | r ): 0.001676
P( e | r ): 0.25087
P( d | r ): 0.014825
P( g | r ): 0.019337
P( f | r ): 0.003867
P( i | r ): 0.088823
P( h | r ): 0.000773
P( k | r ): 0.011474
P( j | r ): 0.000129
P( m | r ): 0.018822
P( l | r ): 0.010184
P( o | r ): 0.108547
P( n | r ): 0.019466
P( q | r ): 0.000129
P( p | r ): 0.004512
P( s | r ): 0.034678
P( r | r ): 0.013923
P( u | r ): 0.018693
P( t | r ): 0.044863
P( w | r ): 0.002063
P( v | r ): 0.008895
P( y | r ): 0.02501
P( x | r ): 0.000129
P( z | r ): 0.000129
P( _ | u ): 0.01016
P( a | u ): 0.040909
P( c | u ): 0.053209
P( b | u ): 0.014973
P( e | u ): 0.041979
P( d | u ): 0.014973
P( g | u ): 0.043048
P( f | u ): 0.010428
P( i | u ): 0.031551
P( h | u ): 0.000267
P( k | u ): 0.000267
P( j | u ): 0.000267
P( m | u ): 0.054545
P( l | u ): 0.117914
P( o | u ): 0.001337
P( n | u ): 0.076203
P( q | u ): 0.000267
P( p | u ): 0.036631
P( s | u ): 0.170321
P( r | u ): 0.125936
P( u | u ): 0.000267
P( t | u ): 0.151872
P( w | u ): 0.000267
P( v | u ): 0.000267
P( y | u ): 0.000802
P( x | u ): 0.00107
P( z | u ): 0.000267
P( _ | t ): 0.220499
P( a | t ): 0.035271
P( c | t ): 0.00247
P( b | t ): 0.000154
P( e | t ): 0.102724
P( d | t ): 0.000154
P( g | t ): 0.000154
P( f | t ): 0.00054
P( i | t ): 0.123717
P( h | t ): 0.282396
P( k | t ): 7.7e-05
P( j | t ): 7.7e-05
P( m | t ): 0.000772
P( l | t ): 0.007178
P( o | t ): 0.091302
P( n | t ): 0.000617
P( q | t ): 7.7e-05
P( p | t ): 0.000154
P( s | t ): 0.029636
P( r | t ): 0.03828
P( u | t ): 0.017056
P( t | t ): 0.01204
P( w | t ): 0.00301
P( v | t ): 0.000154
P( y | t ): 0.031334
P( x | t ): 7.7e-05
P( z | t ): 7.7e-05
P( _ | w ): 0.070717
P( a | w ): 0.095871
P( c | w ): 0.000475
P( b | w ): 0.000475
P( e | w ): 0.227812
P( d | w ): 0.005221
P( g | w ): 0.000475
P( f | w ): 0.000475
P( i | w ): 0.223541
P( h | w ): 0.168961
P( k | w ): 0.000475
P( j | w ): 0.000475
P( m | w ): 0.000475
P( l | w ): 0.001898
P( o | w ): 0.138111
P( n | w ): 0.044613
P( q | w ): 0.000475
P( p | w ): 0.000475
P( s | w ): 0.007119
P( r | w ): 0.005221
P( u | w ): 0.000475
P( t | w ): 0.003797
P( w | w ): 0.000475
P( v | w ): 0.000475
P( y | w ): 0.000475
P( x | w ): 0.000475
P( z | w ): 0.000475
P( _ | v ): 0.0011
P( a | v ): 0.078615
P( c | v ): 0.00055
P( b | v ): 0.00055
P( e | v ): 0.601429
P( d | v ): 0.00055
P( g | v ): 0.00055
P( f | v ): 0.00055
P( i | v ): 0.221001
P( h | v ): 0.00055
P( k | v ): 0.00055
P( j | v ): 0.00055
P( m | v ): 0.00055
P( l | v ): 0.00055
P( o | v ): 0.081913
P( n | v ): 0.00055
P( q | v ): 0.00055
P( p | v ): 0.00055
P( s | v ): 0.002749
P( r | v ): 0.00055
P( u | v ): 0.0011
P( t | v ): 0.00055
P( w | v ): 0.00055
P( v | v ): 0.00055
P( y | v ): 0.001649
P( x | v ): 0.00055
P( z | v ): 0.00055
P( _ | y ): 0.784132
P( a | y ): 0.003931
P( c | y ): 0.020729
P( b | y ): 0.004646
P( e | y ): 0.01787
P( d | y ): 0.000357
P( g | y ): 0.000715
P( f | y ): 0.000357
P( i | y ): 0.008578
P( h | y ): 0.000357
P( k | y ): 0.000357
P( j | y ): 0.000357
P( m | y ): 0.005361
P( l | y ): 0.003574
P( o | y ): 0.028949
P( n | y ): 0.001072
P( q | y ): 0.000357
P( p | y ): 0.012509
P( s | y ): 0.09757
P( r | y ): 0.000357
P( u | y ): 0.000357
P( t | y ): 0.004646
P( w | y ): 0.00143
P( v | y ): 0.000357
P( y | y ): 0.000357
P( x | y ): 0.000357
P( z | y ): 0.000357
P( _ | x ): 0.097561
P( a | x ): 0.181185
P( c | x ): 0.066202
P( b | x ): 0.003484
P( e | x ): 0.090592
P( d | x ): 0.003484
P( g | x ): 0.003484
P( f | x ): 0.003484
P( i | x ): 0.111498
P( h | x ): 0.010453
P( k | x ): 0.003484
P( j | x ): 0.003484
P( m | x ): 0.003484
P( l | x ): 0.003484
P( o | x ): 0.003484
P( n | x ): 0.003484
P( q | x ): 0.003484
P( p | x ): 0.167247
P( s | x ): 0.003484
P( r | x ): 0.003484
P( u | x ): 0.027875
P( t | x ): 0.184669
P( w | x ): 0.003484
P( v | x ): 0.003484
P( y | x ): 0.003484
P( x | x ): 0.003484
P( z | x ): 0.003484
P( _ | z ): 0.006944
P( a | z ): 0.375
P( c | z ): 0.006944
P( b | z ): 0.006944
P( e | z ): 0.388889
P( d | z ): 0.006944
P( g | z ): 0.006944
P( f | z ): 0.006944
P( i | z ): 0.055556
P( h | z ): 0.006944
P( k | z ): 0.006944
P( j | z ): 0.006944
P( m | z ): 0.006944
P( l | z ): 0.006944
P( o | z ): 0.013889
P( n | z ): 0.006944
P( q | z ): 0.006944
P( p | z ): 0.006944
P( s | z ): 0.006944
P( r | z ): 0.006944
P( u | z ): 0.006944
P( t | z ): 0.006944
P( w | z ): 0.006944
P( v | z ): 0.006944
P( y | z ): 0.013889
P( x | z ): 0.006944
P( z | z ): 0.006944
_________________________________________________________________


Start State Probabilities Format -- > P( state ): 

P( _ ): 0.168869
P( a ): 0.061371
P( c ): 0.028024
P( b ): 0.012095
P( e ): 0.104975
P( d ): 0.026495
P( g ): 0.015835
P( f ): 0.019283
P( i ): 0.063341
P( h ): 0.038926
P( k ): 0.003473
P( j ): 0.000615
P( m ): 0.02201
P( l ): 0.03705
P( o ): 0.069603
P( n ): 0.056861
P( q ): 0.000888
P( p ): 0.018904
P( s ): 0.056358
P( r ): 0.048021
P( u ): 0.023066
P( t ): 0.080325
P( w ): 0.012922
P( v ): 0.011132
P( y ): 0.017214
P( x ): 0.001615
P( z ): 0.000727
